text,label,text_length,word_count
"nine minutes of psychedelic, pulsating, often symmetric abstract images, are enough to drive anyone crazy. i did spot a fullframe eye at the start, and later some birds silhouetted against other colors. it was just not my cup of tea. its about 8 minutes too long.",0,263,46
"some kids are hiking in the mountains, and one of them goes into a large tunnel and discovers some old mummified gladiator. he puts on the gladiators helmet and spends the rest of the movie killing all the other hikers.br br this thing is just so utterly senseless its maddening. heres a short list of things that dont make any sensebr br 1 a guy and a girl are in their tent and they think they hear something outside. the guy goes out to investigate and finds another hiker outside. then he hears his girlfriend scream so they head back to the tent arriving the next morning?!? he was only 50 feet away!br br 2 these two dunderheads then hear another girl scream what, 100 feet away?, but dont investigate because theyre afraid theyll get lost.br br 3 another guy and a girl are walking around, and in about their 10th scene together the girl informs the guy that due to the circumstances, protocol no longer requires him to address her as professor. i mean, what the...? first off, thats just a really stupid thing to say, secondly he never called her professor in the first nine scenes they were in together.br br 4 a wounded girl attacks demonicus and he stops her, telling her that part of his gladiator training taught him how to wound without killing. um, yeah, we kinda noticed shes wounded and not dead because shes up and walking around. but, thanks for that tidbit of information.br br 5 one girl is tied up in demonicus lair, and when someone attempts to free her, she instead instructs this person to go and get help. um, look, idiot, if she set you free, which would take about 5 seconds, there would be no need to get help.br br and it just goes on and on. the whole middle part of the movie is spent with the two idiots getting lost in the woods, then they fight, then they pitch a tent and ignore the screams of their friends, then they wander around some more. its just so damned boring and pointless that i turned the dvd off halfway through. br br none of these characters are sympathetic, especially the ones that get the majority of the screen time. demonicus himself made me laugh out loud every time i saw him he looks like a kid in a halloween costume, scrunching his face up to look evil. he runs, or should i say scampers around like hes gay. the special effects are comedic, the acting is for the most part awful, and nothing makes any sense.br br overall, maybe this concept could have produced an enjoyably campy film if they put some more time and effort into it, getting rid of the ludicrous dialogue, creating characters with actual likable personalities, having some sort of logical flow to the action, and maybe even making demonicus a female character in a sexy gladiator outfit. but no, instead we get this senseless pile of nonsense that will bore you to death.",0,2800,510
"br br paul verhoeven finally bombed out on this one. he became a joke on himself. once again we have a film which includes sex and violence, immorality, leering at women and lots of attitiude talk between the characters and dollying pans.br br its all for nothing. because their is no action at all in this film. it fudges all its set pieces. all the actors give the kind of performances form a verhoeven film. in other words rampant over acting on almost every level. starship troopers got away with it because it was such a macho world the characters inhabited. in this scientists are acting the same way. sorry paul but soldiers and scientist are not really made of the same mindset.br br one major flaw in the plot was that after escaping for that one night to do evil things kevin bacons character then returns back to the science lab where we have already spent more then enough time watching these animated manniquens elizabeth shue excepted walk and talk. why not show the extent of what the character could do in the outside world. how could they possibly track him if he could be anywhere at all??? think os all the different things that could have been done with this concept, both in terms of story and characterisation. then look at what this film does and you really how badly done and concieved the whole project really was.br br more insulting is the doco on the dvd where everyone is claiming that verhoeven is some kind of mad genius. well one out of two isnt that bad.br br this film has nothing of note in it. just like the title says.br br hollow!!!",0,1570,285
"the characters are cliched and predictable, with everyone being either snowwhite pure or wholly evil. the acting is too stilted for it to be bad in an amusing, overthetop way. its doubly disappointing if youre a bette davis fan, because her character is not a typically fun bettedavistype character she just gets to frown pensively a lot.br br on the whole, neither my wife nor i found the movie to be interesting, moving or enjoyable at all.",0,442,77
"i am curious is really two films in one half of it is the sexual experimental side of lena and the other half is her curiosity with politicalsocialism. whatever the directors intention, the two dont really mesh together. the director should have just stuck with the romantic side of lena and made a separate movie for the politics. there is a bizarre mixture of politicalwar rallies, dr. king, serious political interviews, flopping breasts, and pubic hair. the film feels more like a fictional documentary than a movie. other than the interesting sex scenes, youll be bored dry watching this film. unlike many other reviewers, i think the nudesexual scenes are overdone for what it is. if you want to see real porn, im sure there are better choices. the pervasive nudity is a major distraction from whatever plot there is. i think the cast did a fine job however. they played their parts believably. there is little of the overthetopness im so used to seeing in the american films during this time.",0,999,172
"i wonder if there is any sense of sense in this movie. its a big joke. good.. its entertaining .. you get to see the most stupid plot played very seriously in the form of a film .. i wonder which audience group this movie is basically targeted to.br br priety a pros plays a surrogate mom for a happy couple salmanrani who want a child but cant. i wonder how it would be if this drama was a reallife takeoff from a real couples life.br br rani appears happy with another pretty lady in her house who has been brought in to make a child for her salman. she cares for priety and tries pushing her husband salman to preity so they may have some romance. when will the audience get fed up of salmans nakhras.br br though a good pasttime, this movie is unbearable. absurd.",0,767,147
"a disappointing film.br br the story established our protagonist as chrissy, a young, rather sullen individual drifting, not doing much. actually she does very little to move the narrative along so it didnt surprise me to see the focus shifting on her relatives. its a pity though, chrissy seem like interesting character.br br story was predictable and at times felt quite formulated. so the question now is, when are we going to see the campions, jacksons, and the tamahoris breaking ground with compelling, cinematicallytold stories that will inspire, rather than entertain for the toll of two hours?br br technically, a disgusting shot film.",0,645,103
"i have not seen the first film and if it anything like this have no great desire to. br br having just watched it a few hours ago i am struggling to remember a thing about it. br br from what i remember its main plot seems to be a group of very annoying people stay at a house with that dodgy old woman from friday the 13th and are stalked by plank of wood man.br br some people die, the film ends, i am starting a law suit against the person who sold me this film as i want compensation for the missing time in my life. br br i will pay u 1 to take this film off my hands......oh wait i already gave it away to a friend.",0,621,131
"thats what i found myself saying time after time in the remarkably inept 3rd act of this sorry excuse for a film. first off, the computer effects are absolutely mindblowing! those computer wizs really deserve a pat on the back. the rest of the movie, though...br br none of the characters act in a realistic manner, especially in the aforementioned, despicable 3rd act i promise i wont give it away, but trust me, its not worth keeping a secret!. a lot of laughs in the film come unintentionally, like when they try to explain that an invisible mans eyelids dont work. please, give the viewers more credit than that!!!br br some of the sexual aspects of the film were interesting. what would you do, after all, if you were invisible? no one could catch you! these issues were dealt much more intelligently in the classic the invisible man from 1933. there is one scene of violence in particular that is so incredibly ambiguous, and is not mentioned once later on. if more attention had been paid it, kevin bacons mad scientist might have made a little more sense. br br the movie would actually be much more successful as a porno, since the premise could actually be carried out in a unique and interesting manner. but this piece of work... go see something else. or dont, and live with the consequences!br br 310",0,1313,233
"wow!br br i just was given this film from a friend of mine, who bought it for 1.98 at walmart, and he felt that he got taken! it is beyond boring, most of the scenes are filmed in front of a green screen, the acting is somewhat improvised, almost as if they didnt have a script. the martians are cgi, which look like they were done by a novice, or a fan produced movie. i cannot stress just how bad this dvd really is!br br example in one of the scenes, the martians are torturing a local female captive. she goes from a woman in front of a green screen, to a cgi copy of that woman. the change is totally noticeable, and when she is killed, you can see that it is a computer figure, looking like something from a game back in 1990!br br if at all possible, avoid this movie like the plague! you can download two trailers from their site, and see how godawful it really is!",0,873,171
"jamie foxx is my favorite comedian. however, i feel that he sold out in order to gain his first big budget lead role. foxx follows in the footsteps of the likes of chris tucker, martin lawrence and dave chapple, who have all seen their talents wasted by stereotyping producers who think black males who commit pretty crimes is a funny concept see money talks, blue streak.br br okay i laughed a few times and granted all of these comedians continue to pick up hilarious roles, but i would love to see these guys branch out ala marlon wayans portrayal in requiem to a dream. or in living colors tommy davidson and damon wayans moving performances in spike lees satire bamboozled.",0,678,120
"with all the excessive violence in this film, it couldve been nc17. but the gore couldve been pg13 and there were quite a lot of swears when the mum had the original jackass badhairdewed boy friend. there was a lot of character development which made the film better to watch, then after the kid came back to life as the scarecrow, there was a mindless hour and ten minutes of him killing people. the violence was overly excessive and i think the bodycount was higher than twelve which is a large number for movies like this. almost every character in the film is stabbed or gets their head chopped off, but the teacher who called him white trash and hoodlum though the character lester is anything but a hoodlum, not even close, i know hoods and am part hood, they dont draw in class, they sit there and throw stuff at the teacher. the teacher deserved a more gruesome death than anyone of the characters, but was just stabbed in the back. there were two suspenseful scenes in the film, but didnt last long enough to be scary at all. as i said, the killings were excessive and sometimes people who have nothing to do with the story line get their heads chopped off. if the gore was actually fun to see, then it wouldve been nc17. two kids describe a body they find in the cornfields, they describe it as a lot gorier than it actually was, they explained to the cop that there were maggots crawling around in the guys intestines. his stomach had not even been cut open so there was no way maggots were in his stomach, though i wouldve liked to see that. the acting was pathetic, characters were losers, and the scarecrow could do a lot of gymnastix stunts. i suggest renting this movie for the death scenes, i wont see it again anytime soon, but i enjoyed the excessive violence. also, dont bother with the sequel, i watched five minutes of it and was bored to death, it sounds good but isnt. the original scarecrow actually kept me interested.",0,1944,356
"this film is notable for three reasons.br br first, apparently capitalizing on the success of the two superman serials, this low budget feature was made and released to theaters, marking george reeves and phyllis coates initial appearances as clark kent superman and lois lane. part of the opening is reused in the series. outside the town of silby, a sixmile deep oil well penetrates the hollow earth allowing the molemen to come to the surface. forget about the other holes those in the plot.br br second, unlike most sf invasion films of the fifties, the hero plays a dominant and controlling force in preaching and enforcing tolerance and acceptance of difference against a raging mob of segregationist vigilantes. no mild mannered reporter here! clark kent, knowledgeable and selfassertive, grabs control of the situation throughout ill handle this!, even assisting in a hospital gown in the removal of a bullet from a moleman! as superman, he is gentler than clark towards the feisty lois, but is also the voice of reason and tolerance as he rails against the vigilantes as nazi storm troopers. br br third, you will notice that the transition from the fleisherlike cartoon animated flying of superman in the two serials to the live action flying in the adventures of superman had not yet been made.",0,1305,218
"this is blatantly a futuristic adaptation of jules vernes mysterious island. the sound editing is pretty bad. you hear the dialogue on set and you hear the voices being recorded on a recording booth at the same time! this is an amateur film with actors from boston and shot around new hampshire. for those living in new engalnd and who is reading this comment will be wowed with a capital w. this film is full of flaws. you get to hear the directors voice giving directions and giving out directions to the actress. ok now stand up. as for the other characters. there is this guy who talks with his mind instead of his voice and this blue alien. the alien guy talks with a deep voice. when he is yawning or grunting when he is fighting you hear the actors voice. as for the special effects, man! this was brett pipers early work for crying out loud! the creatures are good but the animation is jerky. really jerky. sort of like karl zeman animation in journey to beginning of time 1955. the special effects are imaginative. thge music is good. bottom line, this film makes equinox or planet of the dinosaurs look like a ray harryhausen epic. did you know mysterious planet was a home movie and was on a shoes string budget? a must watch for aspiring film makers.",0,1262,231
"i only today, picked this up at the 99 cents only store today, and i still think i got ripped off. dream to believe is a pretty boring and unrealistic gymnastics drama and 1 is just too freakin expensive for this. this film is probably only notable for 2 things 1. it has a young keanu reeves. and 2. its directed by paul lynch, the man who also did promo night. now onto the movie. br br its about a girl named robin played by olivia dabo who is badly injured from a car accident that also cost her fathers life. so the accident prevents her from competing in gymnastic tournaments, she is often picked on during her classes and eventually she meets some wild kid named tommy played by keanu. robin, when not in training, works parttime, along with her mother and stepsister, at a laundromat owned by her abusive stepfather. eventually she is chosen to compete. br br overall, keanu alone and some catchy 80s tunes are what prevent me from giving this 1 star, and its also not one of the worst movies ever, but still far from good. the dvd itself is not getting any medals either as it appears to be sourced from an old vhs and towards the end, the sound goes out of sync and when the end credits are almost over, it fades to black, even though sound can still be heard. so this can probably be passed as a bootleg. the dvd artwork makes no sense either as it has what appears to be recent photos of keanu and olivia and the background has nothing to do with the movie, as its also not in the movie itself, so the covers obviously photoshopped. in any case, avoid at all costs, unless youre a keanu fanatic. i probably wont be hanging to it any longer. im probably gonna give it to the cinema snob, whos a great yt critic btw. hey, if any of you have any crappy movies that they no longer want in their sight, feel free to donate to him to keep his show running.",0,1863,356
"there seems to be little in the way of middle ground where watch on the rhine is concerned. one either likes it very much, applauding its sincerity, its liberal point of view and fine acting, or else loathes its obvious propaganda, mediocre dialogue, cardboard characters and overall tendentiousness. i fall very much in the latter category, and found the film and play,concerning the activities of european refugees in washington during wartimea crushing bore, worthwhile mostly for the acting, and even then only intermittently. that author lillian hellman was on the side of the angels is irrelevant. her plays were written for people who shared her point of view, and she seldom explored ideas that werent already held by the author and audience except to point out how dreadful the other side is. even when i find myself in one hundred percent agreement with what she has to say,as in rhinei still cant stand the way she says it. her characters are unreal, and while her ear for dialogue shows a certain facility for the way people talk she possesses no real brilliance or originality. she really had nothing new to say. i thoroughly agree with the late mary mccarthys long overdue dismantling of hellman reputation some years ago. for those who think the theatre is dead or in extremis and yearn for the good old days, i urge a peek at watch on the rhine, as bad in its way as angels in america, which only goes to show that the theatre had one foot in the grave sixty years ago.",0,1485,261
"fever pitch isnt a bad film its a terrible film.br br is it possible american movie audiences and critics are so numbed and lobotomized by the excrement that hollywood churns out that theyll praise to the skies even a mediocre film with barely any laughs? thats the only reason i can think of why this horrible romantic comedy and i use that term loosely because theres nothing funny in this film is getting good reviews.br br i sat through this film stunned that screenwriters lowell ganz and babaloo mandel would even for an instant think their script was funny.br br the brilliant nick hornby usually translates well to film. he adapted fever pitch for a british film starring colin firth and ruth gemmell in 1997 peter hedges found hornbys voice for about a boy 2002 and when high fidelity was americanized for a movie in 2000, writers d.v. devincentis, steve pink, john cusack and scott rosenberg didnt go wrong because they kept the essence of hornbys wit and humor. they made one of the best films of that year.br br so why does the american version of fever pitch go so painfully awry? the british version wasnt a masterpiece, but it was charming, funny, unexpected and gave us two characters we could like, respect and understand.br br but ganz and mandel have excised everything funny in hornbys work. in americanizing the story, theyve butchered it, removing all that was good and unique about hornbys work and replacing it with conventional drivel.br br theyve transformed a funny story into a formulaic romantic comedy, never once veering from the wretched formula. lindsey drew barrymore has three girlfriends, each of whom has a distinct function. ones overweight, the seconds cynical and ambitious, and the thirds a romantic. want to guess how many male friends ben jimmy fallon has?br br what made high fidelity such fun was not only a good leading man and lady, but engaging supporting characters. in this fever pitch, the six supporting friends do or say nothing especially funny. theyre so insignificant, theyre not even decorative. the only reason theyre in the film is because the formula demands it. poor ione skye winds up as one lindseys pals in a thankless role. the lovely skye must have been wishing lloyd dobler would swoop in and take her away. come to think of it, cusack wouldve made an excellent ben. of course, cusack is too smart to attach himself to such an utterly tedious script.br br there isnt a single, solitary moment in this film that seems original or unforced. every plot turn is predictable, every lame joke telegraphed. ganz and mandel labor for laughs. the first 45 minutes are so excruciatingly slow, you wonder if these chaps realized they were writing a comedy. you can mark the plot turns in this film by your watch. its almost as if ganz and mandel penned this with some screen writing gurus formula pasted on the wall. when they got to a certain page, they looked up at the formula and said, ok, the guru says this has to happen now. and, presto!br br directors bobby and peter farrelly dont help the film any. they have no concept how to introduce their story and characters they hand over the v.o. narration not to the protagonist, but to another guy who sits behind ben at fenway park. thanks to some extremely clunky writing, we have to watch barrymore and fallon stumble through their unfunny initial meetings.br br barrymore does cute and adorable better than most. shes as good at it as goldie hawn in her heyday. but even her cuteness cant save this extraordinarily awful film. she tries hard to wring some energy and humor out of this story. about 30 minutes into the film, lindsey tells ben, youre funny. the only explanation for her remark is that it was in the script. for fallons ben never says anything even remotely funny. fallon is neither witty nor funny when he does comedy, he overacts.br br fallon was never any good on saturday night live. he was quite possibly the least funny person on that show. remember that lame sketch about a radio dj who did all the voices? the only reason weekend update worked occasionally was because fallons cohort, tina fey, knows a thing or two about comedy.br br actors who think theyre funny and behave that way rarely, if ever, are actually funny. thats true of fallon. he thinks hes hysterically funny when he barely raises a chuckle. his stuttering, unsureofhimself shtick didnt work on the small screen its lousier on the big screen.br br unfortunately for fallon, his role in this picture also requires a few dramatic moments. if you thought his comedy was bad, wait till you get a load of his dramatic stuff. two scenes in particular the first in a park, the second in front of bens school are painful to watch. the scenes require an actor with a smidgen of dramatic ability, but fallon has neither the knowledge nor the ability to make them work. his range of emotions doesnt even run the gamut from a to b.br br ben has no personality or depth. often, he comes across as an oaf. and not a lovable one at that. it boggles the mind what lindsey would find attractive about him. compare fallons performance to firths in the british version, and youll understand how terribly flat, unfunny and forced fallons ben is and how wrong he is for this role. watching fallon in fever pitch makes one long for the dramatic depth and comedic nuance of ashton kutcher!br br just as high fidelity did, an americanized fever pitch couldve worked brilliantly. it just needed better writers, more competent directors and, most definitely, a stronger, funnier, smarter leading man. do yourself a huge favor avoid this rotten film rent the 1997 british version and read hornbys book, instead.",0,5687,988
"i wish i could give this movie a zero out of ten. before going to this movie the day after it came out, i came on imdb to check out the comments. a comment called the movie predictable and cheesy with terrible dialog. i never go by other peoples opinions, so i wasted seven dollars for this crap movie. it had to be one of the worst movies ive ever seen.br br the person who wrote the script should be pushed off a cliff. since when do scary movies have sappy scenes? i swear, im amazed there werent any group hug moments.br br i think i jumped. once. and thats because i zoned out, thinking about my research paper for english. the clichd, birdscat popping out of nowhere thing when you thought something was gonna happen.br br and the characters were stupid. my friend and i almost died laughing when the alarm went off and the main character said, i have to get my moms shawl!!! you. idiot. screw the shawl! safety is just a few steps away, but no, my moms shawl that didnt match the dress by the way is wayyyy more important than my health and safety. and to top it all off, they take her back to her house, knowing that the killer knew where she lived. god.br br my friend and i also predicted the entire movie. and not just the, i bet hes hiding under the bed, moments. it was the, he stole the bellhops clothes and sneaked out of the hotel and its the detective coming down the hallway, not the killer! moments. movies should never be this predictable. disney movies arent even this predictable.br br im gonna complete my rant now by saying, this was a terrible movie. im glad i went to see it in theaters so i wouldnt buy it for 15.00 and then hate it. it was just bad. it wouldve been better if only one thing wouldve happened. if, after being shot by the detective, the killer would have fallen down in the same position he got shot in. knife in hand, falling and stabbing the girl on his way down. oh, how lovely that wouldve been.br br dont waste your time or money. go see a good movie.",0,1999,381
"after reading some very good reviews about this film i thought i would give it a watch and after being very disappointed with the film i thought i would give it my own review. this is my first ever so bare with me.br br first of all i would scratch horror from the genre as in no way is it horrific or scary in the slightest with the exception of a few feeble attempts to make you jump unfortunately one of which worked on me. i would say that calling this film a thriller is pushing it as i wasnt particularly thrilled either! the film is about a spoiled mischievous girl who faints a few times. during these times she visits a house which she has been drawing, after each visit she decides to add something else to the house to make it a bit more lively one of the features being a sad little boy who is also ill in reality. as she befriends the boy she realises that her imaginary world that she created is actually better than the real world that she is in. until she adds her constantly away father to the house, due to a misdrawing her dad turns out to be evil and her and the boy must escape from his clutches.br br think its an attempt to be a slightly more mellow version of a nightmare on elm street but is more like a trip to the beach.br br in conclusion my generous 310 will hopefully stop at least one of you from watching this drab!",0,1347,263
"i found this to be an utter waste of time, effort and money. i know disney always displays lack of creativity when making straighttovideo films but rehashing the plot of the original film with a new perspective is an alltime low...soon theyll just be rereleasing the original films with new animation and new songs and be calling it a new version of the movie we all love. nathan lane surprisingly returns to his role of timon yet again. timon and pumbaa the animated animals from the world of the original lion king embark on a narrative journey to tell us the original story the way it really happened...as they see it.br br of course timon is now the hero of the story, yadda yadda yadda, blah blah blah...br br the musical sequences are lame and the animation is crap. the vocal talents are impressive for a video feature, but then again, when was the last time you remember matthew broderick, whoopi goldberg or nathan lane being in anything of real commercial substance? overall if you liked the original youll hate this. its insulting because its unfair to children and adults alike. and that about sums it up.",0,1117,197
"i honestly believe that anyone considering filmmaking be subjected to this mindboggling failure. like the films of edward wood, jr. in the 60s and 70s, this film is a shining example of why real filmmakers expend so much energy rewriting scripts, reediting their films, and reworking their special effects until they finally look right. this movie is also a decent argument for the studios prescreening process. if mr. hines were forced to endure the honest reactions of an impartial audience, perhaps he would have cut 75 or the walkingrunningstrolling scenes and edited this movie down to a more bearable 90 minutes.br br film students should view this movie as an example of just how dangerous thinking their work is good enough can truly be. every performance, every line of dialog, every digital effect, every filter effect, indeed every frame of video expresses the danger of striving for mere mediocrity. a beginning filmmaker may find himselfherself tempted from time to time to think at least i accomplished something or just finishing this will be an accomplishment in itself. this movie will help them understand just how badly a film can turn out.br br critics might also benefit from seeing this movie before they dub the latest summer entertainment the worst movie ever made.br br beginning writers can learn from this film just how important rewrites are, and perhaps understand the necessity for rewrites. also, beginning directors can learn the importance of a good screenplay, and some degree of respect for just how hard it is to write a script that causes the audience to feel emotionally compelled through the story. writers and directors who watch bad madeforcable movies of the week and think i can do better than that can see get an idea from this movie how difficult it really is to produce even mediocre results.br br i sincerely believe this movie can serve as an educational tool to beginning filmmakers. particularly those entering the craft in this current postlucas and postspielberg environment. there is a reason filmmakers such as these are hailed for their ability with special effects. the war of the worlds illustrates clearly that not everyone can pull it off. some cant even come close to it.",0,2231,370
"mann photographs the alberta rocky mountains in a superb fashion, and jimmy stewart and walter brennan give enjoyable performances as they always seem to do. br br but come on hollywood a mountie telling the people of dawson city, yukon to elect themselves a marshal yes a marshal! and to enforce the law themselves, then gunfighters battling it out on the streets for control of the town? br br nothing even remotely resembling that happened on the canadian side of the border during the klondike gold rush. mr. mann and company appear to have mistaken dawson city for deadwood, the canadian north for the american wild west.br br canadian viewers be prepared for a reefer madness type of enjoyable howl with this ludicrous plot, or, to shake your head in disgust.",0,765,131
"viewers gushing over everything including the title sequence now that is funny would have us believe this is some sort of cinematic miracle, but, trust me folks, this is one of the most embarrassingly bad films you could ever see, and if youre not laughing at it five minutes in, id say youve lost your sense of humor.br br david niven plays a doomed and bravadobesotted raf pilot who somehow thinks it appropriate to engage an impressionable female air traffic controller in an emotional conversation about love, just as hes plunging to his certain and fiery death. isnt it romantic... of course, hes spared by a quirk of metaphysical chance, and washes up on the beach, just as this same air traffic controller is riding by on her bicycle. they immediately clinch.br br looking past the bizarre homoerotic subtexts, so over the top you really need to refer to them as supertexts, from a naked boy sitting barebutted in the sand playing the movies twilightzoneesquire theme on his little flute, to a celestial courier so campyqueeny his makeup is caked on more thoroughly than the ladies, the most bizarre aspects of the movie are how it weaves such bad caricatures of national and racial stereotypes into a convoluted attempt to argue some kind of point about the universal nature and power of love. we get itfly boys like girls in skirts and heels, and girls like em back, and, apparently, all you have to do is cry a little to make it noble enough for your movie to get 10 stars on imdb...br br as for the quality of the production, the continuityediting is poor enough to induce cringing, and the lighting is, perhaps, even worse than that, but you hardly have time to notice because the script is so bad. there are games played with technicolor, whatever passes for heaven is in black and white if you can figure out the sense in that, and foreshadowing, so funny my fellow audience member who usually like movies like this actually cheered and laughed when then the docs motorcycle finally ended up in a fiery wreck, and freezemotion, which is funniest of all because the female lead is so poor at standing still you know the stage hands were guffawing off camera.br br the best shots are the early ones on the beach, but, after that, its all downhill. the moving like an escalator is moving staircase is hardly the odessa steps, to say the least, and id really caution anyone from feeling like theyd have to see this lame attempt at moviemaking on their account. the movie overall is bad enough to be funny, and thats about the best thing i can say for it.",0,2564,455
"what did the director think? everybody who has read the biography of artemisia is left impressed by her guts to face a public rape trial in renaissance times and even suffer torture in order to show that tassi was guilty. that fact shows the real independence and emancipation in her most terrible hour she stands her man. why do movies depicting renaissance have to be so clinically beautiful and romantic, are we afraid to see the gritty side of life or has the hollywood happyhappymood won? while i would always defend a directors freedom to create his own reality in a movie i cannot make sense of turning artimisias life story on its head. very disappointing choice by the makers of this film.",0,698,123
"...okay, maybe not all of it. lured by the false promise of bikiniclad women on the movies cover...but the horror...the horror... ...whatever you do, do not watch this movie. gouge out your eyes, repeatedly bash your skull in...do what it takes. never againnever forget!br br",0,275,45
"i watched cabin by the lake this afternoon on usa. considering this movie was made for tv is was interesting enough to watch the sequel. so, i tune in for the airing this evening and was extremely disappointed. i knew i wouldnt like the movie, but i was not expecting to be perplexed by the use of dv digital video. the movie would have been tolerable if it wasnt for these juxtaposed digital shots that seemed to come from nowhere. i expected the plot line to be tied in with these shots, but there seemed to be no logical explanation. warning the following maybe a spoiler!!!! the open ending in cabin by the lake was acceptable, but the open ending on the sequel is ridiculous. i can only foresee return of return to the cabin by the lake being watch able is if the movie was shown up against nothing, but infomercials at 4 oclock in the morning.",0,849,158
"wow, what a waste of acting talent. my husband and i sat there, both thinking, this has to get better, these actresses are too good to have wasted their time on this crap. unattractive characters, hackneyed script, and listless pacing make for a long two hours. i actually couldnt hack it and left to do the grocery shopping cat litter being more appealing than this film. the husband stayed and confirmed that it didnt get betterby the time buddy is killed, you were wishing they all would get hit by a car and end their miserable lives. it would be infinitely more entertaining. beautiful scenery and costumes cant keep this one alive.",0,637,112
"a very cheesy and dull road movie, with the intention to be hip and modern, shown in the editing style and some weird camera angles, resulting only in sleepiness. br br the cast is wasted, the writing is stupid and pretentious. the only thing worthwhile is the topnotch lalo schifrins soundtrack, really cool and also the opening sequence, very original and interesting. br br run if you can, the bad opinions and comments about this flick are totally deserved it is really pure garbage. of course that this has its charm, of watching a movie which everybody would not drop the beer glass on if it were on fire, but save it for a stormy day where you have absolutely nothing else to do.",0,686,124
"i received this movie as a gift, i knew from the dvd cover, this movie are going to be bad.after not watching it for more than a year i finally watched it. what a pathetic movie .br br i almost didnt finish watching this bad movie,but it will be unfair of me to write a review without watching the complete movie.br br trust me when i say this movie sucks i am truly shocked that some bad filmmaker wane bee got even financed to make this pathetic movie, but it couldnt have cost more than 20 000 to produce this movie. all you need are a cheap camcorder or a cell phone camera .about 15 people with no acting skills, a scrip that were written by a couple of drunk people.br br in the fist part of this ultra bad move a reporter tara woodley run a suppose to be drunk man over on her way to report on a hunted town. he are completely unharmed. they went to a supposed to be abandon house ,but luckily for the it almost complete furnished and a bottle of liquor on the door step happens to be there. just for the supposed to be drunk man but all is not what it seems.br br then the supposed drunk man start telling tara ghostzombies stories.br br the fist of his stupid lame stories must be the worst in history.br br his storybr br sgt. ben draper let one of his soldiers die of complete exhaustion i think this is what happensafter letting the poor soldier private wilson do sit ups he let him dig a grave and then the soldier collapse ,ben draperbr br buries him in a shallow grave.br br but sgt. ben draper are in for n big surprise. his wifegirl fiend knows about this and she and her lover kills sgt. ben draper to take revenge on private wilson.next to the grave of the soldier he sort off murdered the soldier wakes up from his grave in the form of zombie and kill them for taking revenge on his behalf.br br the twist ending were so lame.br br even if you like b horror movies, dont watch this movie",0,1907,369
"lets face it some lame kid who dies and has his soul transfered into a scarecrow. das no gonna happen neva! omfg this stupid loser kid who cant stand up for himself gets his ass handed to him by some drunk bastard screwing his mom. right as he dies, he looks up at the scarecrow and he lets his spirit go into the scarecrow. the drunk guy covered up his death by making it seem suicidal and thought he had gotten away with it. we later see he is tossed out of the trailer and later earns another encounter with the scarecrow. they had a brief encounter which includes the drunk calling him a loser and the scarecrow rebounding with takes one to know one, loser! the scarecrow flips off the building, calls him daddyo, and then beheads the poor man. we can see how this awesome movie unfolds from that. he goes on to kill many people, afterward. he mainly kills the people who gave him a hard time in rl and goes off to kill some random ass people, just for some laughs. no laughing here. he adds a punchline to every kill, too. every time he killed someone, he would do some karate flips and finish it all off with one of his signature punchlines. in the case of someone who was hard of hearing, he would say here, have an ear of corn! then shove it up their ass. or we can actually take an example from the movie! he just got done killing a cop and was on his way to killing the only person who ever stood up for him. her father, the sheriff, yelled to the madman to stop, and he said hey, stay awhile! and threw a dagger threw his chest and stuck him onto some tree. in the end of the movie, he killed two guys and threw in the punchline gotta split! and killed two guys by shoving a scythe into their heads. wowzors, this movie made me want to cream my pants so bad. maybe next time this guy makes a movie, it wont be gay.",0,1825,357
"when i started watching this movie i saw the dude from buffy, xander, and figured ah how nice that hes still making a living acting in movies. now a weird movie i can stand, given that its a good dose of weird like for example david lynch movies, twin peaks, lost highway etc. and you sort of have to be in the mood for one. this one however made me mockingly remember the crazy websites about there about conspiracy theorys that make absolutely no sense. i mean come on people nazis who conspire with america to make an unholy trinity of evil powers? i was surprised they didnt mention the hollow earth in this movie with hitler flying saucers and lizard people. maybe if you had like 60 grams of heroine with this movie it would make some sort of sense, but seriously i dont condone drugs like i dont condone this movie. it should be burned, shredded and forgotten just so good ol xander might get another acting job. it wasnt his acting though, that was alright, but the script just didnt make any sense. sorry.",0,1014,187
"i just rented creep and was not at all impressed. i didnt feel anything in this film. i felt sick because the gore alone was shocking.br br i walked out of my living room several times in desperation that something would happen with this film. havent we seen this all before? i didnt like any of the characters barr the guy in the sewer cage. i felt bad for him. but then again i couldnt think as to why he was still alive and not murdered by the creep? so many questions need to be answered.br br someone mentioned references to the ps2 game silent hill and i can see similarities vaguely.br br not a bad film, not a good one. judge for yourself.",0,647,124
